arm,pair_id,i,j,order,picked_i
factual,95,1415,2921,0,1.0
factual,95,1415,2921,1,1.0
factual,96,846,4641,0,1.0
factual,96,846,4641,1,0.0
factual,97,4644,4217,0,0.0
factual,97,4644,4217,1,0.0
factual,98,4253,2255,0,1.0
factual,98,4253,2255,1,0.0
cf_a1,0,3929,1806,0,1.0
cf_a1,0,3929,1806,1,1.0
cf_a1,1,1335,4290,0,1.0
cf_a1,1,1335,4290,1,1.0
cf_a1,2,4210,406,0,1.0
cf_a1,2,4210,406,1,1.0
cf_a1,3,2277,728,0,1.0
cf_a1,3,2277,728,1,0.0
cf_a1,4,2251,3333,0,1.0
cf_a1,4,2251,3333,1,0.0
cf_a1,5,148,3232,0,1.0
cf_a1,5,148,3232,1,0.0
cf_a1,6,4244,2963,0,1.0
cf_a1,6,4244,2963,1,1.0
cf_a1,7,4229,432,0,1.0
cf_a1,7,4229,432,1,1.0
cf_a1,8,332,3806,0,0.0
cf_a1,8,332,3806,1,0.0
cf_a1,9,3801,4236,0,1.0
cf_a1,9,3801,4236,1,1.0
cf_a1,10,2453,1187,0,1.0
cf_a1,10,2453,1187,1,0.0
cf_a1,11,4549,3664,0,1.0
cf_a1,11,4549,3664,1,1.0
cf_a1,12,2039,1646,0,1.0
cf_a1,12,2039,1646,1,0.0
cf_a1,13,1229,1143,0,1.0
cf_a1,13,1229,1143,1,1.0
cf_a1,14,961,4734,0,1.0
cf_a1,14,961,4734,1,1.0
cf_a1,15,1331,4029,0,0.0
cf_a1,15,1331,4029,1,0.0
cf_a1,16,1668,2143,0,0.0
cf_a1,16,1668,2143,1,0.0
cf_a1,17,854,1720,0,1.0
cf_a1,17,854,1720,1,1.0
cf_a1,18,4688,2319,0,1.0
cf_a1,18,4688,2319,1,1.0
cf_a1,19,1226,3379,0,0.0
cf_a1,19,1226,3379,1,0.0
cf_a1,20,3131,4567,0,0.0
cf_a1,20,3131,4567,1,0.0
cf_a1,21,3585,4480,0,1.0
cf_a1,21,3585,4480,1,0.0
cf_a1,22,3828,3041,0,1.0
cf_a1,22,3828,3041,1,0.0
cf_a1,23,3053,2179,0,1.0
cf_a1,23,3053,2179,1,1.0
cf_a1,24,4778,4201,0,1.0
cf_a1,24,4778,4201,1,1.0
cf_a1,25,786,2548,0,1.0
cf_a1,25,786,2548,1,1.0
cf_a1,26,2546,765,0,1.0
cf_a1,26,2546,765,1,1.0
cf_a1,27,637,4071,0,1.0
cf_a1,27,637,4071,1,1.0
cf_a1,28,1000,4676,0,0.0
cf_a1,28,1000,4676,1,0.0
cf_a1,29,3148,2031,0,1.0
cf_a1,29,3148,2031,1,0.0
cf_a1,30,2319,3651,0,1.0
cf_a1,30,2319,3651,1,1.0
cf_a1,31,3355,1084,0,1.0
cf_a1,31,3355,1084,1,1.0
cf_a1,32,2797,3953,0,1.0
cf_a1,32,2797,3953,1,1.0
cf_a1,33,504,706,0,1.0
cf_a1,33,504,706,1,1.0
cf_a1,34,1727,3834,0,1.0
cf_a1,34,1727,3834,1,1.0
cf_a1,35,314,1036,0,1.0
cf_a1,35,314,1036,1,1.0
cf_a1,36,3741,2517,0,1.0
cf_a1,36,3741,2517,1,1.0
cf_a1,37,1969,923,0,1.0
cf_a1,37,1969,923,1,0.0
cf_a1,38,4617,737,0,0.0
cf_a1,38,4617,737,1,0.0
cf_a1,39,4457,1853,0,1.0
cf_a1,39,4457,1853,1,0.0
cf_a1,40,1446,695,0,0.0
cf_a1,40,1446,695,1,0.0
cf_a1,41,2181,23,0,1.0
cf_a1,41,2181,23,1,0.0
cf_a1,42,3051,2991,0,1.0
cf_a1,42,3051,2991,1,1.0
cf_a1,43,503,4557,0,0.0
cf_a1,43,503,4557,1,0.0
cf_a1,44,4225,4639,0,0.0
cf_a1,44,4225,4639,1,0.0
cf_a1,45,1622,654,0,1.0
cf_a1,45,1622,654,1,1.0
cf_a1,46,4576,357,0,1.0
cf_a1,46,4576,357,1,1.0
cf_a1,47,3484,2511,0,1.0
cf_a1,47,3484,2511,1,1.0
cf_a1,48,3394,442,0,1.0
cf_a1,48,3394,442,1,0.0
cf_a1,49,4142,2033,0,0.0
cf_a1,49,4142,2033,1,1.0
cf_a1,50,613,1406,0,1.0
cf_a1,50,613,1406,1,1.0
cf_a1,51,312,657,0,1.0
cf_a1,51,312,657,1,1.0
cf_a1,52,3691,873,0,1.0
cf_a1,52,3691,873,1,1.0
cf_a1,53,4921,1970,0,1.0
cf_a1,53,4921,1970,1,1.0
cf_a1,54,2849,2015,0,0.0
cf_a1,54,2849,2015,1,0.0
cf_a1,55,4655,161,0,1.0
cf_a1,55,4655,161,1,1.0
cf_a1,56,4263,3736,0,1.0
cf_a1,56,4263,3736,1,0.0
cf_a1,57,3664,1064,0,1.0
cf_a1,57,3664,1064,1,1.0
cf_a1,58,2495,89,0,1.0
cf_a1,58,2495,89,1,1.0
cf_a1,59,3815,4349,0,0.0
cf_a1,59,3815,4349,1,0.0
cf_a1,60,2441,2313,0,1.0
cf_a1,60,2441,2313,1,0.0
cf_a1,61,3034,4272,0,1.0
cf_a1,61,3034,4272,1,1.0
cf_a1,62,2502,3721,0,1.0
cf_a1,62,2502,3721,1,1.0
cf_a1,63,1733,105,0,1.0
cf_a1,63,1733,105,1,1.0
cf_a1,64,2787,665,0,1.0
cf_a1,64,2787,665,1,0.0
cf_a1,65,3516,4853,0,1.0
cf_a1,65,3516,4853,1,1.0
cf_a1,66,3171,2068,0,1.0
cf_a1,66,3171,2068,1,1.0
cf_a1,67,1350,1297,0,1.0
cf_a1,67,1350,1297,1,0.0
cf_a1,68,1255,2303,0,0.0
cf_a1,68,1255,2303,1,0.0
cf_a1,69,605,368,0,1.0
cf_a1,69,605,368,1,1.0
cf_a1,70,3499,4625,0,1.0
cf_a1,70,3499,4625,1,1.0
cf_a1,71,2692,2001,0,1.0
cf_a1,71,2692,2001,1,1.0
cf_a1,72,1320,4154,0,1.0
cf_a1,72,1320,4154,1,0.0
cf_a1,73,4316,894,0,1.0
cf_a1,73,4316,894,1,1.0
cf_a1,74,2301,4526,0,0.0
cf_a1,74,2301,4526,1,0.0
cf_a1,75,3206,2874,0,1.0
cf_a1,75,3206,2874,1,1.0
cf_a1,76,1072,3593,0,1.0
cf_a1,76,1072,3593,1,1.0
cf_a1,77,3306,2500,0,1.0
cf_a1,77,3306,2500,1,1.0
cf_a1,78,4314,847,0,1.0
cf_a1,78,4314,847,1,1.0
cf_a1,79,4379,1805,0,1.0
cf_a1,79,4379,1805,1,1.0
cf_a1,80,1745,2834,0,1.0
cf_a1,80,1745,2834,1,1.0
cf_a1,81,2701,105,0,1.0
cf_a1,81,2701,105,1,1.0
cf_a1,82,2862,1813,0,1.0
cf_a1,82,2862,1813,1,0.0
cf_a1,83,2825,300,0,1.0
cf_a1,83,2825,300,1,1.0
cf_a1,84,3607,3654,0,1.0
cf_a1,84,3607,3654,1,1.0
cf_a1,85,4806,3820,0,1.0
cf_a1,85,4806,3820,1,1.0
cf_a1,86,620,4605,0,1.0
cf_a1,86,620,4605,1,0.0
cf_a1,87,3591,1960,0,1.0
cf_a1,87,3591,1960,1,0.0
cf_a1,88,2921,1098,0,1.0
cf_a1,88,2921,1098,1,1.0
cf_a1,89,1449,1973,0,1.0
cf_a1,89,1449,1973,1,1.0
cf_a1,90,560,4299,0,0.0
cf_a1,90,560,4299,1,0.0
cf_a1,91,4466,4949,0,1.0
cf_a1,91,4466,4949,1,1.0
cf_a1,92,1948,1432,0,1.0
cf_a1,92,1948,1432,1,0.0
cf_a1,93,2080,913,0,1.0
cf_a1,93,2080,913,1,1.0
cf_a1,94,4747,3768,0,1.0
cf_a1,94,4747,3768,1,0.0
cf_a1,95,1415,2921,0,1.0
cf_a1,95,1415,2921,1,1.0
cf_a1,96,846,4641,0,1.0
cf_a1,96,846,4641,1,0.0
cf_a1,97,4644,4217,0,0.0
cf_a1,97,4644,4217,1,0.0
cf_a1,98,4253,2255,0,1.0
cf_a1,98,4253,2255,1,0.0
cf_a0,0,3929,1806,0,1.0
cf_a0,0,3929,1806,1,1.0
cf_a0,1,1335,4290,0,1.0
cf_a0,1,1335,4290,1,1.0
cf_a0,2,4210,406,0,1.0
cf_a0,2,4210,406,1,1.0
cf_a0,3,2277,728,0,1.0
cf_a0,3,2277,728,1,0.0
cf_a0,4,2251,3333,0,0.0
cf_a0,4,2251,3333,1,0.0
cf_a0,5,148,3232,0,1.0
cf_a0,5,148,3232,1,0.0
cf_a0,6,4244,2963,0,1.0
cf_a0,6,4244,2963,1,1.0
cf_a0,7,4229,432,0,1.0
cf_a0,7,4229,432,1,1.0
cf_a0,8,332,3806,0,0.0
cf_a0,8,332,3806,1,0.0
cf_a0,9,3801,4236,0,1.0
cf_a0,9,3801,4236,1,1.0
cf_a0,10,2453,1187,0,1.0
cf_a0,10,2453,1187,1,0.0
cf_a0,11,4549,3664,0,1.0
cf_a0,11,4549,3664,1,1.0
cf_a0,12,2039,1646,0,0.0
cf_a0,12,2039,1646,1,0.0
cf_a0,13,1229,1143,0,1.0
cf_a0,13,1229,1143,1,1.0
cf_a0,14,961,4734,0,1.0
cf_a0,14,961,4734,1,0.0
cf_a0,15,1331,4029,0,0.0
cf_a0,15,1331,4029,1,0.0
cf_a0,16,1668,2143,0,0.0
cf_a0,16,1668,2143,1,0.0
cf_a0,17,854,1720,0,1.0
cf_a0,17,854,1720,1,1.0
cf_a0,18,4688,2319,0,0.0
cf_a0,18,4688,2319,1,0.0
cf_a0,19,1226,3379,0,0.0
cf_a0,19,1226,3379,1,0.0
cf_a0,20,3131,4567,0,0.0
cf_a0,20,3131,4567,1,0.0
cf_a0,21,3585,4480,0,1.0
cf_a0,21,3585,4480,1,0.0
cf_a0,22,3828,3041,0,0.0
cf_a0,22,3828,3041,1,0.0
cf_a0,23,3053,2179,0,1.0
cf_a0,23,3053,2179,1,1.0
cf_a0,24,4778,4201,0,1.0
cf_a0,24,4778,4201,1,1.0
cf_a0,25,786,2548,0,1.0
cf_a0,25,786,2548,1,1.0
cf_a0,26,2546,765,0,1.0
cf_a0,26,2546,765,1,1.0
cf_a0,27,637,4071,0,1.0
cf_a0,27,637,4071,1,1.0
cf_a0,28,1000,4676,0,0.0
cf_a0,28,1000,4676,1,0.0
cf_a0,29,3148,2031,0,1.0
cf_a0,29,3148,2031,1,0.0
cf_a0,30,2319,3651,0,1.0
cf_a0,30,2319,3651,1,1.0
cf_a0,31,3355,1084,0,1.0
cf_a0,31,3355,1084,1,1.0
cf_a0,32,2797,3953,0,0.0
cf_a0,32,2797,3953,1,0.0
cf_a0,33,504,706,0,1.0
cf_a0,33,504,706,1,1.0
cf_a0,34,1727,3834,0,1.0
cf_a0,34,1727,3834,1,1.0
cf_a0,35,314,1036,0,1.0
cf_a0,35,314,1036,1,1.0
cf_a0,36,3741,2517,0,1.0
cf_a0,36,3741,2517,1,1.0
cf_a0,37,1969,923,0,1.0
cf_a0,37,1969,923,1,0.0
cf_a0,38,4617,737,0,0.0
cf_a0,38,4617,737,1,0.0
cf_a0,39,4457,1853,0,0.0
cf_a0,39,4457,1853,1,0.0
cf_a0,40,1446,695,0,0.0
cf_a0,40,1446,695,1,0.0
cf_a0,41,2181,23,0,1.0
cf_a0,41,2181,23,1,0.0
cf_a0,42,3051,2991,0,1.0
cf_a0,42,3051,2991,1,1.0
cf_a0,43,503,4557,0,0.0
cf_a0,43,503,4557,1,0.0
cf_a0,44,4225,4639,0,0.0
cf_a0,44,4225,4639,1,0.0
cf_a0,45,1622,654,0,1.0
cf_a0,45,1622,654,1,1.0
cf_a0,46,4576,357,0,1.0
cf_a0,46,4576,357,1,0.0
cf_a0,47,3484,2511,0,1.0
cf_a0,47,3484,2511,1,0.0
cf_a0,48,3394,442,0,0.0
cf_a0,48,3394,442,1,0.0
cf_a0,49,4142,2033,0,0.0
cf_a0,49,4142,2033,1,0.0
cf_a0,50,613,1406,0,1.0
cf_a0,50,613,1406,1,0.0
cf_a0,51,312,657,0,1.0
cf_a0,51,312,657,1,0.0
cf_a0,52,3691,873,0,1.0
cf_a0,52,3691,873,1,0.0
cf_a0,53,4921,1970,0,1.0
cf_a0,53,4921,1970,1,1.0
cf_a0,54,2849,2015,0,0.0
cf_a0,54,2849,2015,1,0.0
cf_a0,55,4655,161,0,0.0
cf_a0,55,4655,161,1,0.0
cf_a0,56,4263,3736,0,1.0
cf_a0,56,4263,3736,1,0.0
cf_a0,57,3664,1064,0,1.0
cf_a0,57,3664,1064,1,1.0
cf_a0,58,2495,89,0,1.0
cf_a0,58,2495,89,1,1.0
cf_a0,59,3815,4349,0,0.0
cf_a0,59,3815,4349,1,0.0
cf_a0,60,2441,2313,0,1.0
cf_a0,60,2441,2313,1,1.0
cf_a0,61,3034,4272,0,1.0
cf_a0,61,3034,4272,1,1.0
cf_a0,62,2502,3721,0,1.0
cf_a0,62,2502,3721,1,1.0
cf_a0,63,1733,105,0,1.0
cf_a0,63,1733,105,1,1.0
cf_a0,64,2787,665,0,0.0
cf_a0,64,2787,665,1,0.0
cf_a0,65,3516,4853,0,1.0
cf_a0,65,3516,4853,1,0.0
cf_a0,66,3171,2068,0,1.0
cf_a0,66,3171,2068,1,0.0
cf_a0,67,1350,1297,0,1.0
cf_a0,67,1350,1297,1,0.0
cf_a0,68,1255,2303,0,0.0
cf_a0,68,1255,2303,1,0.0
cf_a0,69,605,368,0,0.0
cf_a0,69,605,368,1,0.0
cf_a0,70,3499,4625,0,1.0
cf_a0,70,3499,4625,1,0.0
cf_a0,71,2692,2001,0,1.0
cf_a0,71,2692,2001,1,1.0
cf_a0,72,1320,4154,0,1.0
cf_a0,72,1320,4154,1,0.0
cf_a0,73,4316,894,0,1.0
cf_a0,73,4316,894,1,1.0
cf_a0,74,2301,4526,0,0.0
cf_a0,74,2301,4526,1,0.0
cf_a0,75,3206,2874,0,1.0
cf_a0,75,3206,2874,1,1.0
cf_a0,76,1072,3593,0,1.0
cf_a0,76,1072,3593,1,1.0
cf_a0,77,3306,2500,0,1.0
cf_a0,77,3306,2500,1,1.0
cf_a0,78,4314,847,0,1.0
cf_a0,78,4314,847,1,1.0
cf_a0,79,4379,1805,0,1.0
cf_a0,79,4379,1805,1,0.0
cf_a0,80,1745,2834,0,1.0
cf_a0,80,1745,2834,1,1.0
cf_a0,81,2701,105,0,1.0
cf_a0,81,2701,105,1,1.0
cf_a0,82,2862,1813,0,0.0
cf_a0,82,2862,1813,1,0.0
cf_a0,83,2825,300,0,1.0
cf_a0,83,2825,300,1,1.0
cf_a0,84,3607,3654,0,1.0
cf_a0,84,3607,3654,1,1.0
cf_a0,85,4806,3820,0,1.0
cf_a0,85,4806,3820,1,1.0
cf_a0,86,620,4605,0,1.0
cf_a0,86,620,4605,1,0.0
cf_a0,87,3591,1960,0,1.0
cf_a0,87,3591,1960,1,0.0
cf_a0,88,2921,1098,0,1.0
cf_a0,88,2921,1098,1,0.0
cf_a0,89,1449,1973,0,1.0
cf_a0,89,1449,1973,1,1.0
cf_a0,90,560,4299,0,0.0
cf_a0,90,560,4299,1,0.0
cf_a0,91,4466,4949,0,0.0
cf_a0,91,4466,4949,1,0.0
cf_a0,92,1948,1432,0,1.0
cf_a0,92,1948,1432,1,0.0
cf_a0,93,2080,913,0,1.0
cf_a0,93,2080,913,1,1.0
cf_a0,94,4747,3768,0,1.0
cf_a0,94,4747,3768,1,0.0
cf_a0,95,1415,2921,0,1.0
cf_a0,95,1415,2921,1,1.0
cf_a0,96,846,4641,0,1.0
cf_a0,96,846,4641,1,0.0
cf_a0,97,4644,4217,0,0.0
cf_a0,97,4644,4217,1,0.0
cf_a0,98,4253,2255,0,0.0
cf_a0,98,4253,2255,1,0.0
