arm,pair_id,i,j,order,picked_i
factual,98,1438,175,0,1.0
factual,98,1438,175,1,0.0
cf_a1,0,4929,454,0,1.0
cf_a1,0,4929,454,1,1.0
cf_a1,1,2554,3265,0,1.0
cf_a1,1,2554,3265,1,0.0
cf_a1,2,2963,4244,0,1.0
cf_a1,2,2963,4244,1,1.0
cf_a1,3,3499,4625,0,0.0
cf_a1,3,3499,4625,1,0.0
cf_a1,4,3051,2991,0,1.0
cf_a1,4,3051,2991,1,1.0
cf_a1,5,894,4316,0,1.0
cf_a1,5,894,4316,1,1.0
cf_a1,6,4734,961,0,1.0
cf_a1,6,4734,961,1,1.0
cf_a1,7,62,2438,0,1.0
cf_a1,7,62,2438,1,1.0
cf_a1,8,3833,1351,0,1.0
cf_a1,8,3833,1351,1,0.0
cf_a1,9,4238,1539,0,0.0
cf_a1,9,4238,1539,1,0.0
cf_a1,10,312,657,0,1.0
cf_a1,10,312,657,1,1.0
cf_a1,11,786,2548,0,1.0
cf_a1,11,786,2548,1,1.0
cf_a1,12,4921,1970,0,0.0
cf_a1,12,4921,1970,1,0.0
cf_a1,13,2441,2313,0,1.0
cf_a1,13,2441,2313,1,0.0
cf_a1,14,2411,1014,0,1.0
cf_a1,14,2411,1014,1,1.0
cf_a1,15,2201,4105,0,1.0
cf_a1,15,2201,4105,1,1.0
cf_a1,16,2963,4093,0,0.0
cf_a1,16,2963,4093,1,0.0
cf_a1,17,2813,901,0,1.0
cf_a1,17,2813,901,1,1.0
cf_a1,18,4952,2177,0,0.0
cf_a1,18,4952,2177,1,0.0
cf_a1,19,2787,665,0,1.0
cf_a1,19,2787,665,1,0.0
cf_a1,20,447,546,0,0.0
cf_a1,20,447,546,1,0.0
cf_a1,21,3257,3479,0,1.0
cf_a1,21,3257,3479,1,1.0
cf_a1,22,1563,3293,0,1.0
cf_a1,22,1563,3293,1,1.0
cf_a1,23,3636,1253,0,1.0
cf_a1,23,3636,1253,1,1.0
cf_a1,24,1533,3021,0,1.0
cf_a1,24,1533,3021,1,1.0
cf_a1,25,1016,667,0,0.0
cf_a1,25,1016,667,1,0.0
cf_a1,26,2900,2655,0,1.0
cf_a1,26,2900,2655,1,1.0
cf_a1,27,4274,3353,0,1.0
cf_a1,27,4274,3353,1,0.0
cf_a1,28,928,1390,0,1.0
cf_a1,28,928,1390,1,0.0
cf_a1,29,1179,1235,0,1.0
cf_a1,29,1179,1235,1,1.0
cf_a1,30,587,16,0,0.0
cf_a1,30,587,16,1,0.0
cf_a1,31,2557,2233,0,1.0
cf_a1,31,2557,2233,1,0.0
cf_a1,32,2508,1807,0,1.0
cf_a1,32,2508,1807,1,1.0
cf_a1,33,2525,3767,0,1.0
cf_a1,33,2525,3767,1,1.0
cf_a1,34,1297,1350,0,1.0
cf_a1,34,1297,1350,1,1.0
cf_a1,35,1677,1221,0,1.0
cf_a1,35,1677,1221,1,1.0
cf_a1,36,2277,728,0,0.0
cf_a1,36,2277,728,1,0.0
cf_a1,37,377,4251,0,1.0
cf_a1,37,377,4251,1,1.0
cf_a1,38,3283,4769,0,1.0
cf_a1,38,3283,4769,1,0.0
cf_a1,39,3110,4548,0,1.0
cf_a1,39,3110,4548,1,1.0
cf_a1,40,1857,2002,0,0.0
cf_a1,40,1857,2002,1,0.0
cf_a1,41,3727,4460,0,1.0
cf_a1,41,3727,4460,1,1.0
cf_a1,42,1166,1558,0,1.0
cf_a1,42,1166,1558,1,1.0
cf_a1,43,2417,1315,0,1.0
cf_a1,43,2417,1315,1,1.0
cf_a1,44,503,4557,0,1.0
cf_a1,44,503,4557,1,1.0
cf_a1,45,4526,2301,0,1.0
cf_a1,45,4526,2301,1,1.0
cf_a1,46,4639,4225,0,1.0
cf_a1,46,4639,4225,1,1.0
cf_a1,47,3573,1027,0,0.0
cf_a1,47,3573,1027,1,0.0
cf_a1,48,3157,1587,0,1.0
cf_a1,48,3157,1587,1,0.0
cf_a1,49,2533,1569,0,1.0
cf_a1,49,2533,1569,1,0.0
cf_a1,50,2526,2945,0,1.0
cf_a1,50,2526,2945,1,1.0
cf_a1,51,1668,2143,0,1.0
cf_a1,51,1668,2143,1,1.0
cf_a1,52,1413,3410,0,1.0
cf_a1,52,1413,3410,1,1.0
cf_a1,53,105,2701,0,0.0
cf_a1,53,105,2701,1,0.0
cf_a1,54,854,1720,0,1.0
cf_a1,54,854,1720,1,1.0
cf_a1,55,1067,880,0,1.0
cf_a1,55,1067,880,1,1.0
cf_a1,56,4576,357,0,1.0
cf_a1,56,4576,357,1,1.0
cf_a1,57,1408,3853,0,1.0
cf_a1,57,1408,3853,1,1.0
cf_a1,58,1449,1973,0,0.0
cf_a1,58,1449,1973,1,0.0
cf_a1,59,781,2920,0,0.0
cf_a1,59,781,2920,1,0.0
cf_a1,60,4949,4466,0,1.0
cf_a1,60,4949,4466,1,1.0
cf_a1,61,3784,4031,0,1.0
cf_a1,61,3784,4031,1,0.0
cf_a1,62,3691,873,0,1.0
cf_a1,62,3691,873,1,0.0
cf_a1,63,4747,3768,0,0.0
cf_a1,63,4747,3768,1,0.0
cf_a1,64,765,2546,0,1.0
cf_a1,64,765,2546,1,1.0
cf_a1,65,4161,4978,0,0.0
cf_a1,65,4161,4978,1,0.0
cf_a1,66,1050,696,0,1.0
cf_a1,66,1050,696,1,1.0
cf_a1,67,2251,3333,0,1.0
cf_a1,67,2251,3333,1,1.0
cf_a1,68,3405,3655,0,0.0
cf_a1,68,3405,3655,1,0.0
cf_a1,69,148,3232,0,0.0
cf_a1,69,148,3232,1,0.0
cf_a1,70,368,605,0,1.0
cf_a1,70,368,605,1,1.0
cf_a1,71,1036,314,0,1.0
cf_a1,71,1036,314,1,1.0
cf_a1,72,1509,1354,0,1.0
cf_a1,72,1509,1354,1,1.0
cf_a1,73,923,1969,0,1.0
cf_a1,73,923,1969,1,1.0
cf_a1,74,4617,737,0,1.0
cf_a1,74,4617,737,1,1.0
cf_a1,75,695,1446,0,1.0
cf_a1,75,695,1446,1,1.0
cf_a1,76,3801,4236,0,1.0
cf_a1,76,3801,4236,1,1.0
cf_a1,77,3664,4549,0,0.0
cf_a1,77,3664,4549,1,0.0
cf_a1,78,3987,4043,0,1.0
cf_a1,78,3987,4043,1,1.0
cf_a1,79,3593,1072,0,1.0
cf_a1,79,3593,1072,1,1.0
cf_a1,80,4379,1805,0,1.0
cf_a1,80,4379,1805,1,1.0
cf_a1,81,3014,3260,0,1.0
cf_a1,81,3014,3260,1,1.0
cf_a1,82,2825,300,0,1.0
cf_a1,82,2825,300,1,1.0
cf_a1,83,3607,3654,0,1.0
cf_a1,83,3607,3654,1,1.0
cf_a1,84,245,2920,0,0.0
cf_a1,84,245,2920,1,0.0
cf_a1,85,3820,4806,0,1.0
cf_a1,85,3820,4806,1,1.0
cf_a1,86,3389,3921,0,1.0
cf_a1,86,3389,3921,1,1.0
cf_a1,87,3131,4567,0,1.0
cf_a1,87,3131,4567,1,1.0
cf_a1,88,1098,2921,0,1.0
cf_a1,88,1098,2921,1,1.0
cf_a1,89,3041,3828,0,0.0
cf_a1,89,3041,3828,1,0.0
cf_a1,90,2179,3053,0,1.0
cf_a1,90,2179,3053,1,0.0
cf_a1,91,3887,512,0,1.0
cf_a1,91,3887,512,1,1.0
cf_a1,92,3815,4349,0,1.0
cf_a1,92,3815,4349,1,1.0
cf_a1,93,1000,4676,0,1.0
cf_a1,93,1000,4676,1,0.0
cf_a1,94,2031,3148,0,1.0
cf_a1,94,2031,3148,1,1.0
cf_a1,95,1352,222,0,1.0
cf_a1,95,1352,222,1,1.0
cf_a1,96,3953,2797,0,1.0
cf_a1,96,3953,2797,1,1.0
cf_a1,97,4852,1029,0,1.0
cf_a1,97,4852,1029,1,1.0
cf_a1,98,1438,175,0,1.0
cf_a1,98,1438,175,1,0.0
cf_a0,0,4929,454,0,1.0
cf_a0,0,4929,454,1,0.0
cf_a0,1,2554,3265,0,0.0
cf_a0,1,2554,3265,1,0.0
cf_a0,2,2963,4244,0,0.0
cf_a0,2,2963,4244,1,1.0
cf_a0,3,3499,4625,0,0.0
cf_a0,3,3499,4625,1,0.0
cf_a0,4,3051,2991,0,0.0
cf_a0,4,3051,2991,1,0.0
cf_a0,5,894,4316,0,1.0
cf_a0,5,894,4316,1,1.0
cf_a0,6,4734,961,0,1.0
cf_a0,6,4734,961,1,1.0
cf_a0,7,62,2438,0,1.0
cf_a0,7,62,2438,1,1.0
cf_a0,8,3833,1351,0,1.0
cf_a0,8,3833,1351,1,0.0
cf_a0,9,4238,1539,0,0.0
cf_a0,9,4238,1539,1,0.0
cf_a0,10,312,657,0,1.0
cf_a0,10,312,657,1,0.0
cf_a0,11,786,2548,0,0.0
cf_a0,11,786,2548,1,0.0
cf_a0,12,4921,1970,0,0.0
cf_a0,12,4921,1970,1,0.0
cf_a0,13,2441,2313,0,0.0
cf_a0,13,2441,2313,1,0.0
cf_a0,14,2411,1014,0,1.0
cf_a0,14,2411,1014,1,1.0
cf_a0,15,2201,4105,0,1.0
cf_a0,15,2201,4105,1,1.0
cf_a0,16,2963,4093,0,0.0
cf_a0,16,2963,4093,1,0.0
cf_a0,17,2813,901,0,1.0
cf_a0,17,2813,901,1,1.0
cf_a0,18,4952,2177,0,0.0
cf_a0,18,4952,2177,1,0.0
cf_a0,19,2787,665,0,0.0
cf_a0,19,2787,665,1,0.0
cf_a0,20,447,546,0,0.0
cf_a0,20,447,546,1,0.0
cf_a0,21,3257,3479,0,0.0
cf_a0,21,3257,3479,1,0.0
cf_a0,22,1563,3293,0,1.0
cf_a0,22,1563,3293,1,1.0
cf_a0,23,3636,1253,0,1.0
cf_a0,23,3636,1253,1,1.0
cf_a0,24,1533,3021,0,0.0
cf_a0,24,1533,3021,1,0.0
cf_a0,25,1016,667,0,0.0
cf_a0,25,1016,667,1,0.0
cf_a0,26,2900,2655,0,1.0
cf_a0,26,2900,2655,1,1.0
cf_a0,27,4274,3353,0,0.0
cf_a0,27,4274,3353,1,0.0
cf_a0,28,928,1390,0,1.0
cf_a0,28,928,1390,1,0.0
cf_a0,29,1179,1235,0,1.0
cf_a0,29,1179,1235,1,1.0
cf_a0,30,587,16,0,0.0
cf_a0,30,587,16,1,0.0
cf_a0,31,2557,2233,0,0.0
cf_a0,31,2557,2233,1,0.0
cf_a0,32,2508,1807,0,1.0
cf_a0,32,2508,1807,1,0.0
cf_a0,33,2525,3767,0,1.0
cf_a0,33,2525,3767,1,1.0
cf_a0,34,1297,1350,0,1.0
cf_a0,34,1297,1350,1,1.0
cf_a0,35,1677,1221,0,0.0
cf_a0,35,1677,1221,1,0.0
cf_a0,36,2277,728,0,0.0
cf_a0,36,2277,728,1,0.0
cf_a0,37,377,4251,0,1.0
cf_a0,37,377,4251,1,1.0
cf_a0,38,3283,4769,0,0.0
cf_a0,38,3283,4769,1,0.0
cf_a0,39,3110,4548,0,1.0
cf_a0,39,3110,4548,1,0.0
cf_a0,40,1857,2002,0,0.0
cf_a0,40,1857,2002,1,0.0
cf_a0,41,3727,4460,0,0.0
cf_a0,41,3727,4460,1,0.0
cf_a0,42,1166,1558,0,1.0
cf_a0,42,1166,1558,1,1.0
cf_a0,43,2417,1315,0,1.0
cf_a0,43,2417,1315,1,1.0
cf_a0,44,503,4557,0,1.0
cf_a0,44,503,4557,1,1.0
cf_a0,45,4526,2301,0,1.0
cf_a0,45,4526,2301,1,0.0
cf_a0,46,4639,4225,0,1.0
cf_a0,46,4639,4225,1,1.0
cf_a0,47,3573,1027,0,0.0
cf_a0,47,3573,1027,1,0.0
cf_a0,48,3157,1587,0,0.0
cf_a0,48,3157,1587,1,0.0
cf_a0,49,2533,1569,0,1.0
cf_a0,49,2533,1569,1,0.0
cf_a0,50,2526,2945,0,1.0
cf_a0,50,2526,2945,1,0.0
cf_a0,51,1668,2143,0,1.0
cf_a0,51,1668,2143,1,1.0
cf_a0,52,1413,3410,0,1.0
cf_a0,52,1413,3410,1,1.0
cf_a0,53,105,2701,0,0.0
cf_a0,53,105,2701,1,0.0
cf_a0,54,854,1720,0,1.0
cf_a0,54,854,1720,1,1.0
cf_a0,55,1067,880,0,1.0
cf_a0,55,1067,880,1,1.0
cf_a0,56,4576,357,0,1.0
cf_a0,56,4576,357,1,1.0
cf_a0,57,1408,3853,0,0.0
cf_a0,57,1408,3853,1,1.0
cf_a0,58,1449,1973,0,0.0
cf_a0,58,1449,1973,1,0.0
cf_a0,59,781,2920,0,0.0
cf_a0,59,781,2920,1,0.0
cf_a0,60,4949,4466,0,1.0
cf_a0,60,4949,4466,1,1.0
cf_a0,61,3784,4031,0,1.0
cf_a0,61,3784,4031,1,0.0
cf_a0,62,3691,873,0,1.0
cf_a0,62,3691,873,1,0.0
cf_a0,63,4747,3768,0,0.0
cf_a0,63,4747,3768,1,0.0
cf_a0,64,765,2546,0,1.0
cf_a0,64,765,2546,1,1.0
cf_a0,65,4161,4978,0,0.0
cf_a0,65,4161,4978,1,0.0
cf_a0,66,1050,696,0,1.0
cf_a0,66,1050,696,1,1.0
cf_a0,67,2251,3333,0,1.0
cf_a0,67,2251,3333,1,0.0
cf_a0,68,3405,3655,0,0.0
cf_a0,68,3405,3655,1,0.0
cf_a0,69,148,3232,0,0.0
cf_a0,69,148,3232,1,0.0
cf_a0,70,368,605,0,1.0
cf_a0,70,368,605,1,0.0
cf_a0,71,1036,314,0,1.0
cf_a0,71,1036,314,1,1.0
cf_a0,72,1509,1354,0,1.0
cf_a0,72,1509,1354,1,1.0
cf_a0,73,923,1969,0,1.0
cf_a0,73,923,1969,1,0.0
cf_a0,74,4617,737,0,0.0
cf_a0,74,4617,737,1,0.0
cf_a0,75,695,1446,0,1.0
cf_a0,75,695,1446,1,1.0
cf_a0,76,3801,4236,0,1.0
cf_a0,76,3801,4236,1,1.0
cf_a0,77,3664,4549,0,0.0
cf_a0,77,3664,4549,1,0.0
cf_a0,78,3987,4043,0,1.0
cf_a0,78,3987,4043,1,0.0
cf_a0,79,3593,1072,0,1.0
cf_a0,79,3593,1072,1,1.0
cf_a0,80,4379,1805,0,1.0
cf_a0,80,4379,1805,1,0.0
cf_a0,81,3014,3260,0,1.0
cf_a0,81,3014,3260,1,1.0
cf_a0,82,2825,300,0,1.0
cf_a0,82,2825,300,1,1.0
cf_a0,83,3607,3654,0,1.0
cf_a0,83,3607,3654,1,1.0
cf_a0,84,245,2920,0,0.0
cf_a0,84,245,2920,1,0.0
cf_a0,85,3820,4806,0,0.0
cf_a0,85,3820,4806,1,0.0
cf_a0,86,3389,3921,0,1.0
cf_a0,86,3389,3921,1,1.0
cf_a0,87,3131,4567,0,0.0
cf_a0,87,3131,4567,1,0.0
cf_a0,88,1098,2921,0,1.0
cf_a0,88,1098,2921,1,1.0
cf_a0,89,3041,3828,0,0.0
cf_a0,89,3041,3828,1,0.0
cf_a0,90,2179,3053,0,0.0
cf_a0,90,2179,3053,1,0.0
cf_a0,91,3887,512,0,1.0
cf_a0,91,3887,512,1,1.0
cf_a0,92,3815,4349,0,1.0
cf_a0,92,3815,4349,1,1.0
cf_a0,93,1000,4676,0,1.0
cf_a0,93,1000,4676,1,0.0
cf_a0,94,2031,3148,0,1.0
cf_a0,94,2031,3148,1,1.0
cf_a0,95,1352,222,0,1.0
cf_a0,95,1352,222,1,1.0
cf_a0,96,3953,2797,0,1.0
cf_a0,96,3953,2797,1,1.0
cf_a0,97,4852,1029,0,1.0
cf_a0,97,4852,1029,1,1.0
cf_a0,98,1438,175,0,1.0
cf_a0,98,1438,175,1,0.0
